gene	transcript	exper_rep1	exper_rep2	exper_rep3	control_rep1	control_rep2	control_rep3
Srms	uc008oll.1	2.00	7.00	4.00	11.00	9.00	9.00
DQ710489	uc029ten.1	0.00	0.00	0.00	0.00	0.00	0.00
Etnk1	uc009eqe.1,uc009eqf.3	728.00	825.00	405.00	2300.00	1146.00	1598.00
Dhx8	uc007lpr.1	148.00	161.99	68.00	296.00	183.00	201.00
Aspa	uc007kal.1,uc007kam.1	243.91	281.68	123.00	154.00	135.99	152.00
Olfr59	uc007kbr.2	0.00	0.00	0.00	0.00	0.00	0.00
Lce1b	uc008qej.1	0.00	0.00	0.00	0.00	0.00	0.00
Ubtf	uc007lri.1,uc007lrj.1,uc007lrk.1,uc007lrl.1,uc007lrm.1,uc007lrn.1,uc007lro.1,uc011yfr.1	690.85	870.19	341.10	1113.00	619.52	787.70
Dcaf12	uc008sil.2	332.00	419.00	185.00	564.89	372.01	382.00
Kcnma1	uc007sme.3,uc007smf.2,uc007smg.2,uc007smh.2,uc007smi.2,uc007smj.1,uc007smk.1,uc007sml.1,uc011zgv.2,uc011zgw.2,uc011zgx.2,uc011zgy.2,uc011zgz.2,uc011zha.2,uc011zhb.2,uc011zhc.2,uc011zhd.2,uc011zhe.2,uc011zhf.2,uc011zhg.2,uc011zhh.2,uc011zhi.2,uc011zhj.2,uc029sfy.1	1.00	1.00	5.00	6.00	1.00	6.00
Chi3l4	uc008qvx.2	0.00	0.00	0.00	0.00	0.00	0.00
C1ra	uc009dqz.2,uc009dra.2	2830.00	2610.49	1306.14	5272.09	3428.76	3625.96
Espnl	uc007cah.1	0.00	1.00	0.00	0.00	1.00	1.00
AK081796	uc007hfq.1	7.18	7.08	0.00	35.91	32.82	13.95
Rergl	uc012evb.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ543835	uc029tca.1	0.00	0.00	0.00	0.00	0.00	0.00
AK145215	uc009luv.1	0.00	0.00	0.00	0.00	0.00	0.00
Slitrk2	uc009tir.2,uc012hig.1	0.00	1.00	0.00	0.00	0.00	0.00
Gm8300	uc011ypn.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ548355	uc008ldq.2	0.00	0.00	0.00	0.00	0.00	0.00
Tmem220	uc007jlp.1,uc007jlq.1,uc007jlr.1	93.00	122.00	90.00	210.00	149.00	159.00
OTTMUSG00000022819	uc009adp.1	0.00	0.00	0.00	0.00	0.00	0.00
Il21	uc008paj.1,uc008pak.1	0.00	0.00	0.00	2.00	0.00	0.00
AK008482	uc008qga.1	0.00	1.00	1.00	1.00	1.00	0.00
Gm906	uc007qka.1	0.00	0.00	0.00	0.00	0.00	0.00
Slc7a7	uc007tvv.2,uc007tvw.2,uc007tvx.2	41.16	45.16	31.00	64.62	54.00	41.00
Wwtr1	uc008phb.2,uc012cpt.1	243.00	319.00	156.00	735.45	364.00	424.00
Ptpn21	uc007orc.2,uc007ord.2,uc007ore.2,uc007orf.2,uc011ypx.1	155.00	151.00	79.00	413.00	196.00	230.00
Olfr516	uc009jcx.1	0.00	0.00	0.00	0.00	0.00	0.00
FJ541178	uc029xrq.1	0.00	0.00	0.00	0.00	0.00	1.00
Acp6	uc008qoq.2,uc008qor.2	339.00	465.00	202.00	565.00	338.00	384.00
Olfr1039	uc008klp.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ563914	uc029sas.1	0.00	0.00	0.00	0.00	0.00	0.00
Osbpl10	uc009ryl.1,uc009rym.1,uc009ryn.1	1.00	1.00	0.00	4.00	0.00	3.00
DQ725931	uc029rwl.1	0.00	0.00	0.00	0.00	0.00	0.00
AK040110	uc007okv.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ547182	uc029rcy.1,uc029reg.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ567367	uc009lmb.1	0.00	0.00	0.00	0.00	0.00	0.00
AK077405	uc008nzz.1	1.00	1.00	0.00	1.00	0.00	0.00
DQ709847	uc009pqm.2	0.00	0.00	0.00	0.00	0.00	0.00
1700054N08Rik	uc009nwp.1,uc009nwq.1	5.00	1.00	4.00	2.00	2.00	4.00
5031410I06Rik	uc008wtf.1	0.00	0.00	0.00	1.00	0.00	0.00
AK156678	uc009eqd.1	0.00	0.00	0.00	0.00	0.00	0.00
Pcdhb11	uc008epw.1	1.00	0.00	1.00	1.00	0.00	1.00
2810002D19Rik	uc008lgw.2	25.00	24.00	13.00	32.00	24.00	21.00
DQ543271	uc029rvm.1	0.00	0.00	0.00	0.00	0.00	0.00
Obp1a	uc009tqu.1	0.00	0.00	0.00	0.00	0.00	0.00
Zfp37	uc008tbw.1,uc008tbx.1	10.54	13.90	6.08	7.61	8.15	11.85
Mir423	uc011xzs.1	0.00	0.00	0.00	0.00	0.00	0.00
Hpca	uc008uwb.2,uc008uwc.1,uc008uwd.2	5.01	1.00	2.00	4.00	1.00	4.00
DQ725131	uc029vqb.1	0.00	0.00	0.00	0.00	0.00	0.00
Vmn2r7	uc008pkh.2,uc009vco.1	0.00	0.00	1.00	0.00	0.00	0.00
Gm9199	uc011zoh.1	8.00	8.76	3.52	10.01	5.81	5.36
Gml	uc011zue.1	0.00	0.00	0.00	0.00	1.00	0.00
DQ685082	uc008slw.1,uc029vft.1	0.00	0.00	0.00	0.00	0.00	0.00
Ccnd1	uc009kqt.1,uc012fyc.1	484.51	620.94	362.29	659.46	554.18	522.39
Lime1	uc008omd.1,uc008ome.1	168.29	193.05	88.25	263.12	149.97	133.21
Tcerg1l	uc009kez.1,uc012fvn.1	0.00	0.00	0.00	0.00	0.00	0.00
Ttc39a	uc008uci.2,uc008ucj.2,uc008uck.2	54.00	65.00	48.00	30.00	24.00	26.00
DQ562220	uc009ecm.2	0.00	0.00	0.00	0.00	0.00	0.00
Zfp365	uc007fma.1,uc007fmb.1,uc007fmc.1	0.00	0.00	0.00	2.00	0.00	0.00
1810006J02Rik	uc007cft.1	0.00	1.00	0.00	0.00	0.00	2.00
Mrpl36	uc007rdi.1	365.00	583.00	218.00	361.00	318.00	257.00
FJ541143	uc029xqx.1	0.00	0.00	0.00	0.00	0.00	0.00
AK137190	uc007pzh.1	13.62	27.51	2.03	36.00	4.88	16.89
Nrip2	uc009edn.2,uc012etb.1	1.00	1.00	1.00	3.00	1.00	1.00
Fam129a	uc007cyz.2,uc007cza.2,uc011wtn.1,uc011wto.1	30.00	32.00	17.00	103.00	54.00	53.00
5730422E09Rik	uc009ape.1,uc029vqv.1	0.00	0.00	0.00	1.00	0.00	0.00
1700012B09Rik	uc009oex.1,uc009oey.2	0.00	0.00	0.00	0.00	0.00	0.00
Cd300ld	uc007mgd.2	147.81	153.50	108.79	183.12	169.87	133.35
1700049L16Rik	uc007fox.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ706175	uc009atk.2	0.00	0.00	0.00	0.00	0.00	0.00
1700028D13Rik	uc008ysj.2,uc029vkp.1	0.00	0.00	0.00	0.00	0.00	0.00
Mobp	uc009scj.1,uc009sck.1,uc009scl.1,uc009scm.1	0.00	0.00	0.83	0.00	0.00	0.00
DQ686952	uc009hqf.2	0.00	0.00	0.00	0.00	0.00	0.00
4933434I20Rik	uc009mkb.1,uc009mkc.2	0.00	0.00	0.00	0.00	0.00	0.00
Ubxn7	uc007yyp.2,uc007yyq.2,uc007yyr.2	251.00	249.00	112.00	577.00	327.00	378.00
Ppm1k	uc009cch.1	1696.25	1856.03	769.78	2430.42	1326.61	1711.24
Acta2	uc008hgg.1	17.00	57.00	30.00	19.00	12.00	36.00
Olfr26	uc009oxh.2	0.00	0.00	0.00	0.00	0.00	0.00
Ctnnd1	uc008kio.1,uc008kip.1,uc008kiq.1,uc008kir.1,uc008kis.1,uc008kit.1,uc008kiu.1	782.00	773.00	385.00	2249.00	1284.01	1440.00
Aagab	uc009qbf.1,uc009qbg.1,uc009qbh.1	409.00	599.00	234.00	537.93	386.50	386.00
Mat1a	uc007tcm.1	67806.27	63287.02	30609.02	88429.12	56518.86	66910.07
AK013627	uc007urg.1	0.00	0.00	0.00	0.00	0.00	0.00
Prl8a2	uc007pxl.1,uc007pxm.1	0.00	0.00	0.00	0.00	0.00	0.00
Elf3	uc007csw.2,uc007csx.2	7.00	6.00	3.00	23.00	6.00	5.00
Lrrc36	uc009nda.2,uc009ndb.2,uc012gjj.1,uc012gjk.1	0.00	0.00	0.00	0.00	0.00	0.00
Arpp19	uc009qrn.2,uc009qro.1,uc009qrp.1,uc012gwx.1	750.92	1003.97	455.00	814.00	628.00	587.00
Reep1	uc009chc.2	10.00	6.00	3.00	16.00	13.00	14.00
Evc	uc008xfn.2,uc008xfo.2,uc008xfp.1,uc008xfq.2	13.00	15.00	6.00	31.00	13.00	21.00
Olfr530	uc009khp.1	0.00	0.00	0.00	0.00	0.00	0.00
Cep290	uc007gxw.2,uc011xmr.1	32.80	27.03	11.02	72.33	33.67	36.93
DQ687830	uc009dzi.2	0.00	0.00	0.00	0.00	0.00	0.00
AK019679	uc008kjs.1	6.88	7.79	0.00	18.53	18.36	3.88
Spo11	uc008odd.1,uc008ode.1,uc008odf.1,uc012ckq.1	0.00	0.00	0.00	0.00	0.00	0.00
Dnajb7	uc007wwp.1	0.00	1.00	0.00	1.00	4.00	0.00
AK041628	uc007jnl.1	0.00	1.00	1.00	1.00	0.00	2.00
Vangl2	uc007dpi.1,uc011wwi.1	5.00	2.00	0.00	6.00	2.00	0.00
Tceal1	uc009uit.1	7.00	11.00	8.00	10.00	12.00	6.00
Ang4	uc007tnd.1	0.00	0.00	0.00	0.00	0.00	0.00
A530053G22Rik	uc009cdl.2,uc009cdm.2,uc012emt.1	0.00	0.00	0.00	0.00	0.00	1.00
Rbm34	uc009nzb.1,uc009nzc.1,uc009nzd.1	121.00	150.47	67.00	224.33	141.04	143.00
Syt11	uc008pwk.1,uc008pwl.1,uc008pwm.1	42.01	46.22	21.00	60.07	28.03	28.00
Mfsd8	uc008pbp.1	186.00	215.00	108.00	247.02	182.00	180.00
Trappc10	uc007fxm.1,uc007fxn.1	217.00	297.00	134.00	602.93	371.00	368.00
AK192544	uc008gpa.1	866.00	667.00	373.00	501.00	342.00	344.00
Olfr665	uc009ixa.1	0.00	0.00	0.00	0.00	0.00	0.00
AK037159	uc008wlg.1	25.74	30.44	12.75	62.83	44.62	22.20
Hsd3b5	uc008qqb.1	503.00	414.00	353.76	574.00	1123.13	526.00
Acrv1	uc009ott.1,uc009otu.1	0.00	0.00	0.00	1.00	0.00	0.00
DQ695808	uc029vws.1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp3a16	uc009amv.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ720158	uc008bmv.2	0.00	0.00	0.00	0.00	0.00	0.00
Magea3	uc009urk.2	0.00	0.00	0.00	0.00	0.00	0.00
Nlrp14	uc009jax.2	0.00	0.00	0.00	0.00	0.00	0.00
Ndc80	uc008dmk.2	4.00	0.00	3.00	4.00	1.00	1.00
Gpr137	uc008gjk.2,uc008gjl.1,uc008gjm.1,uc012bhq.1	280.98	461.46	174.89	414.78	216.15	243.04
Pxt1	uc008brv.1	0.00	0.00	0.00	1.00	0.00	0.00
Nanos1	uc008ibw.1	0.00	2.00	0.00	3.00	1.00	1.00
Reg3d	uc009cjx.2,uc012enn.1	0.00	0.00	0.00	0.00	0.00	0.00
Gramd4	uc007xdv.3,uc007xdw.3	45.00	43.00	27.00	98.00	37.00	73.00
Lmbrd2	uc007vfj.1,uc011zre.1	31.00	18.00	19.00	382.00	237.00	200.00
DQ718809	uc008lac.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ705865	uc009muw.2	0.00	0.00	0.00	0.00	0.00	0.00
Rorb	uc008gyc.2,uc008gyd.2,uc008gye.2,uc008gyf.1,uc008gyg.1	0.00	1.00	0.00	0.00	0.00	0.00
Nfatc3	uc009nfc.2,uc009nfd.1,uc009nfe.2,uc012gjs.1,uc012gjt.1,uc012gju.1	339.00	306.00	160.05	925.00	510.99	588.00
Slc16a11	uc007jtz.2,uc007jua.2	268.00	430.71	154.03	288.00	151.00	146.00
Batf2	uc008ghp.1,uc008ghq.1	9.00	8.00	2.00	9.00	7.00	2.00
Neurl1a	uc008hut.1,uc008huu.1,uc008huv.2,uc008huw.1	3.00	8.00	27.00	5.00	1.00	5.00
Slurp1	uc007wft.1	1.00	0.00	0.00	0.00	0.00	0.00
DQ725248	uc008tcg.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ695717	uc007gmp.1	0.00	0.00	0.00	0.00	0.00	0.00
Zfp937	uc012cfs.1	187.12	172.16	71.57	258.55	175.90	188.85
U09772	uc008jpl.1	0.00	0.00	1.00	0.00	1.00	1.00
Pls1	uc009rbk.2	1.00	4.00	1.00	17.00	1.00	1.00
Slc36a1	uc007izc.1,uc007izd.1,uc007ize.1	286.02	294.13	199.00	1020.33	493.00	600.01
Slc10a5	uc008opr.1	163.00	93.00	107.00	807.02	540.00	518.41
2210404J11Rik	uc008aoc.2,uc008aof.2,uc008aog.1,uc012akr.1	120.16	155.26	88.37	265.39	198.50	135.46
Tas2r116	uc009ejr.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ719283	uc029ubl.1	0.00	0.00	0.00	0.00	0.00	0.00
AK138307	uc007vpf.1	0.00	0.00	0.00	0.00	0.00	0.00
AK205703	uc007upr.1	0.00	7.14	0.00	5.05	3.34	0.00
Olfr589	uc009itf.1	0.00	0.00	0.00	0.00	0.00	0.00
Rapsn	uc008kud.2,uc012bzc.1	2.00	1.00	5.00	1.00	1.00	0.00
DQ726893	uc007gop.2	0.00	0.00	0.00	0.00	0.00	0.00
Pramel5	uc008vra.1	0.00	0.00	0.00	0.00	0.00	0.00
Snx19	uc009oqy.1	248.00	284.00	184.00	755.00	424.98	458.00
Mcee	uc009hgi.1	639.00	823.08	321.01	723.85	555.66	445.00
E130309F12Rik	uc008svo.1,uc008svp.1,uc012dea.1	2.00	3.00	0.00	5.00	2.00	4.00
5830416P10Rik	uc008hwu.2,uc008hwv.1,uc012bnj.1,uc029tsv.1	3.00	7.00	5.00	7.00	5.00	1.00
DQ716287	uc029sbh.1	0.00	0.00	0.00	0.00	0.00	0.00
AK163160	uc008eyi.1	2.02	3.90	3.25	6.02	6.19	5.02
AK166420	uc007ewf.1	0.00	1.58	0.35	1.00	0.00	2.00
Tatdn1	uc007vtr.1,uc007vts.1,uc007vtt.1,uc007vtu.1,uc007vtv.1	95.02	159.49	79.14	132.26	109.64	91.49
Lnx1	uc008xtq.2,uc008xtr.2,uc008xts.2,uc008xtt.2,uc008xtu.2,uc012dxi.1	9.00	16.00	8.00	25.00	22.00	13.00
Wipf1	uc008kcu.1,uc008kcv.1,uc008kcw.1	98.00	96.00	49.00	137.00	100.00	127.00
Eml3	uc008god.1,uc008goe.1	218.00	301.00	116.00	445.00	229.00	293.27
Asah1	uc009lnw.2,uc012gcr.1	423.00	436.06	254.47	617.00	499.00	424.00
Atp5g2	uc007xwr.1	2130.74	3030.96	1088.29	1747.00	1268.98	1302.00
Idh3g	uc009tmp.1,uc009tmq.1	740.00	835.00	412.00	909.00	589.00	702.00
AK181631	uc007dfp.1	0.00	0.00	0.00	0.00	0.00	0.00
Them5	uc008qfv.2,uc008qfw.1	1.00	0.00	0.00	2.00	0.00	1.00
Mipep	uc007ufg.3,uc007ufh.3	461.00	636.00	331.00	754.00	546.00	506.00
Xpc	uc009cyd.2	200.00	219.00	109.00	382.00	222.00	251.00
Fam25c	uc007tat.1	13.00	8.00	1.00	186.00	141.00	119.00
1810031K17Rik	uc007bnp.1,uc007bnq.1,uc007bnr.1,uc007bns.1	848.00	1062.00	418.99	1001.00	577.90	735.00
Fam115c	uc009brn.1	4.00	7.00	5.00	10.00	19.00	16.00
Thnsl1	uc008inb.1,uc008inc.1,uc008ind.1	45.00	58.00	29.00	89.00	84.00	95.00
Enah	uc007dxp.1,uc007dxq.1,uc007dxr.1,uc007dxs.1,uc007dxt.1	3.00	4.00	8.00	9.00	3.00	5.00
Lsg1	uc007ywv.1,uc007yww.1,uc007ywx.1,uc012aeg.1	192.99	223.00	112.00	320.99	210.00	215.00
DQ694442	uc009qhh.1	0.00	0.00	0.00	0.00	0.00	0.00
AK036371	uc008jrt.1	0.00	0.00	0.00	0.00	0.00	0.00
AK045681	uc007pnu.1	0.00	0.00	1.00	1.00	2.00	0.00
Tead3	uc008bqr.2,uc008bqs.2,uc008bqt.2,uc012aog.1	148.90	143.00	56.00	249.58	161.00	157.00
Pgm2	uc008tva.2,uc008tvb.2	2619.00	3072.99	1338.00	4321.00	2324.00	3087.02
1700017J07Rik	uc008obn.2	0.00	0.00	0.00	0.00	0.00	0.00
Gm13276	uc008tnq.2	0.00	0.00	0.00	0.00	0.00	0.48
Zfp629	uc009jwg.1,uc009jwh.1,uc009jwi.1,uc009jwj.1	143.00	129.01	52.00	316.00	199.00	201.00
Rab5b	uc007hnv.2,uc007hnw.1,uc007hnx.2	1054.00	1208.00	584.00	1843.00	1191.00	1324.00
DQ712726	uc029tdx.1	0.00	0.00	0.00	0.00	0.00	0.00
Tet2	uc008rko.2,uc008rkp.2,uc008rkq.2,uc012cxy.1,uc012cxz.1	75.00	64.00	37.00	281.07	151.00	135.00
AK139295	uc008shs.1	25.00	8.00	7.00	34.00	17.00	21.00
ORF61	uc007gaw.1,uc007gax.1,uc007gay.1,uc011xik.1	2023.26	2751.52	931.06	1921.99	1139.00	1572.01
Cd47	uc007zkg.1,uc007zkh.1	632.01	716.19	338.77	826.02	612.45	556.56
DQ703140	uc029stf.1	0.00	0.00	0.00	0.00	0.00	0.00
BC021785	uc007ewj.1,uc007ewk.2,uc011xcx.1	7.02	3.09	5.01	10.94	11.06	9.44
Mep1b	uc008eff.1	6.00	6.00	1.00	2.00	0.00	1.00
Klrd1	uc009egc.2,uc009egd.2	12.00	15.00	6.00	11.00	3.00	3.00
S100a5	uc008qda.1	0.00	0.00	0.00	0.00	0.00	0.00
Iqcf5	uc009rkf.1	0.00	0.00	0.00	0.00	0.00	0.00
Tmem8c	uc008iwz.2,uc012bsv.1	1.00	0.00	0.00	0.00	0.00	0.00
Dclre1a	uc029tsy.1	181.00	216.00	105.00	272.00	160.00	168.00
Arhgap12	uc008dzb.1,uc008dzc.1,uc008dzd.1,uc008dze.1	199.00	220.00	120.00	501.99	325.00	372.00
1700125H03Rik	uc009lwh.1,uc009lwi.1	0.00	0.00	0.00	0.00	0.00	0.00
AB335643	uc029rqu.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm6205	uc029vjm.1,uc029vjn.1	0.00	0.00	0.00	0.00	0.00	0.00
Gstm3	uc008qxv.2	36.18	93.92	19.89	188.87	233.19	119.41
A930012L18Rik	uc008eva.1	0.00	0.00	0.00	0.00	0.00	1.01
Col9a1	uc007amo.2,uc007amp.2	0.00	0.00	0.00	0.00	0.00	0.00
Nr2f2	uc009hni.1,uc009hnj.1	443.00	483.13	208.03	1004.02	449.03	526.05
DQ697027	uc008fie.1	0.00	0.00	0.00	0.00	0.00	0.00
H2-DMb1	uc008cbq.1,uc008cbr.1	110.91	168.03	77.67	84.23	70.69	61.62
4931420L22Rik	uc029syb.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr1014	uc008kkv.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr663	uc009iwx.1	0.00	0.00	0.00	0.00	0.00	0.00
Mrps12	uc009fzo.1	546.00	772.00	283.00	491.00	348.28	383.00
5730469M10Rik	uc007tci.1,uc007tcj.1	1283.80	1482.98	756.19	1240.03	765.00	794.80
1700029I15Rik	uc008kxu.2	4.00	9.00	3.00	1.00	1.00	0.00
FJ541105	uc029xrb.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm9573	uc012arn.2	0.00	0.00	0.00	0.00	0.00	0.00
Leo1	uc009qsh.1	80.00	83.00	31.00	224.00	97.00	149.00
Fam178b	uc007aqu.2,uc007aqv.3,uc011wjn.1	3.00	1.00	0.00	2.00	0.00	0.00
Rhox2g	uc012hgi.1	0.00	0.00	0.00	0.00	0.00	0.00
B4galt6	uc008eeu.2	41.00	61.00	15.00	76.15	35.01	35.00
Rab14	uc008jjz.1,uc008jka.1,uc008jkb.1	1463.24	1598.06	752.00	2892.30	1816.98	2183.97
Cmah	uc007pvq.2,uc007pvt.2,uc007pvv.2,uc007pvw.1,uc007pvx.2,uc011yxl.1,uc011yxm.1,uc011yxn.1	1301.06	954.26	529.77	3449.30	1870.02	2001.14
Defb29	uc008nfq.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm5643	uc009uls.1,uc012aai.1	1.83	0.00	0.00	7.75	1.85	2.20
AB336633	uc029ras.1	0.00	0.00	0.00	0.00	0.00	0.00
Socs6	uc008fve.1,uc008fvf.1,uc008fvg.1,uc008fvh.1	83.01	75.00	42.00	197.00	132.99	156.00
Rfx4	uc007gkv.1,uc007gkw.1	95.00	93.00	50.00	156.00	102.00	95.00
C130060K24Rik	uc009cef.2	0.00	0.00	0.00	0.00	0.00	0.00
Olfr986	uc009ozf.2	0.00	0.00	0.00	0.00	0.00	0.00
Fxc1	uc009iys.1,uc009iyt.1,uc009iyu.1,uc009iyv.1,uc009iyw.2	488.04	771.00	258.00	461.39	395.39	284.00
AK146230	uc007srk.1	1.00	1.00	0.00	0.00	1.00	0.00
4921509O07Rik	uc029sdg.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ703105	uc009hro.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ711486	uc008mxe.2	0.00	0.00	0.00	0.00	0.00	0.00
St6gal2	uc008czz.1,uc008daa.1	0.00	0.00	0.00	0.00	0.00	0.00
Rhox6	uc009szg.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ692484	uc007sov.1	0.00	0.00	0.00	0.00	0.00	0.00
AY512943	uc008pcf.1	0.00	0.00	0.00	0.00	2.00	0.00
AK131826	uc007tpu.1	0.00	0.00	0.00	0.00	0.00	0.00
Ppap2a	uc007rwq.1,uc007rwr.1	182.00	170.00	57.00	125.00	100.00	117.00
Stag3	uc009afm.1,uc009afn.2,uc012efm.1	4.00	0.00	0.00	4.00	3.00	2.00
Cttnbp2nl	uc008quv.2,uc012cvn.1,uc012cvo.1,uc012cvp.1	58.00	59.00	30.82	132.00	77.00	65.00
Dnaja3	uc007yab.2,uc007yac.2,uc007yad.2,uc012aat.1	1233.00	1626.92	679.00	2082.00	1353.00	1408.00
AK158482	uc008esw.1	1.00	2.03	1.00	9.09	4.00	4.00
B3galt2	uc007cwy.2	0.00	1.00	1.00	3.00	0.00	3.00
Krt8	uc007xui.1	2381.94	3057.07	1354.01	4453.06	2317.00	3115.28
BC048546	uc009eeg.2,uc009eeh.2	361.76	408.68	159.00	214.17	170.19	203.00
Epdr1	uc007ppe.2,uc007ppf.2	4.00	0.00	10.00	1.00	3.00	5.00
Asb3	uc007iid.1,uc007iie.1,uc007iif.1,uc007iig.1	79.00	98.00	49.00	109.00	80.00	77.00
DQ569444	uc029ubi.1	0.00	0.00	0.00	0.00	0.00	0.00
AB347442	uc029wfo.1	0.00	0.00	0.00	0.00	0.00	0.00
Krt84	uc007xtm.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ543127	uc009qjv.2	0.00	0.00	0.00	0.00	0.00	0.00
St6gal1	uc007yto.2,uc007ytp.2,uc029swp.1	844.00	1182.92	580.00	2341.39	1478.00	1695.00
Rif1	uc008jqq.1,uc008jqr.1,uc008jqs.1,uc008jqt.1,uc012bvj.1,uc012bvk.1	77.00	74.00	35.00	274.00	189.00	154.00
imprinting	uc009fbt.1,uc009fbu.1	0.00	0.00	0.00	0.00	0.00	0.00
Car8	uc008rxv.1	856.00	1149.39	578.00	1938.00	1486.94	1283.00
DQ703005	uc008bgs.1	0.00	0.00	0.00	0.00	0.00	0.00
Snora64	uc008ayc.1	0.00	0.00	0.00	0.00	0.00	0.00
Poteg	uc009liw.1,uc009lix.1	0.00	0.00	0.00	0.00	0.00	0.00
Gmpr	uc007qha.1,uc007qhb.1	10.00	22.00	18.00	10.00	8.00	11.00
Gm9871	uc009dcg.1	0.00	0.00	0.00	0.00	0.00	0.00
AB345268	uc029tvl.1	0.00	0.00	0.00	0.00	0.00	0.00
AK141015	uc009usf.1	2.00	1.02	0.00	1.00	1.01	0.00
Aurkc	uc009fcf.1,uc009fcg.1,uc009fch.1	2.00	1.00	1.00	1.00	2.00	0.00
AK142198	uc009tpx.1	12.06	13.05	10.14	51.16	26.10	17.07
Zfand5	uc008gyw.2	623.00	766.00	363.00	1186.30	671.00	822.00
DQ718210	uc029ufn.1	0.00	0.00	0.00	0.00	0.00	0.00
Oscar	uc009evb.1,uc009evc.1	9.00	6.76	6.00	3.00	2.00	1.00
1600027N09Rik	uc008ojh.1,uc008oji.1	37.95	46.00	23.00	50.00	33.00	40.00
Thoc6	uc008ass.1,uc008ast.1	88.00	89.00	41.00	64.06	54.11	51.00
Zbtb24	uc007exl.1,uc007exm.1,uc011xda.1,uc011xdb.1	102.01	150.00	49.01	220.00	117.00	133.00
Tnfsf8	uc008thd.1	0.00	0.00	0.00	2.00	0.00	2.00
Cxx1c	uc009tfd.1	19.45	26.07	8.13	11.83	12.96	14.56
Zbtb9	uc008bfb.1,uc008bfc.2	147.93	139.94	70.78	270.13	115.19	109.61
Elovl5	uc009qtn.2	10957.04	9046.49	4458.91	10230.66	5166.90	5983.44
Vmn1r207-ps	uc011yxb.1	0.00	0.00	0.00	0.00	0.00	0.00
4930515B02Rik	uc029vag.1	0.00	0.00	0.00	0.00	0.00	0.00
Psme2	uc007tzg.1,uc007tzh.1	1143.00	1782.05	771.00	1315.23	1317.00	879.02
Rrbp1	uc008mqj.1,uc008mqk.1,uc008mql.1,uc008mqm.1,uc012cff.1	1621.97	1698.00	782.00	5541.97	2542.66	3241.01
DQ705113	uc007oqv.1	0.00	0.00	0.00	0.00	0.00	0.00
Dok4	uc009mxf.2,uc009mxg.2	19.17	19.13	2.00	14.00	14.09	14.03
Arid3a	uc007gap.1,uc007gaq.1,uc007gar.1,uc011xii.1	27.00	33.00	16.00	43.00	18.00	16.00
AK008496	uc009inx.1	0.00	0.00	0.00	0.00	0.00	0.00
Sntb1	uc007vsk.1	109.00	56.00	71.00	735.00	375.02	433.00
AK137583	uc009bjy.1	3.09	2.94	1.00	12.00	1.00	1.01
Arhgap9	uc007hja.1,uc007hjb.1,uc007hjc.1,uc007hjd.1,uc007hje.1	65.00	112.00	46.00	60.00	40.00	58.00
Gm12603	uc008toe.2	0.00	0.00	0.00	0.00	0.00	0.00
AK047830	uc008asy.1	1.00	0.00	0.00	0.00	0.00	0.00
Liph	uc007yru.1,uc007yrv.1,uc012adk.1,uc012adl.1	2.00	3.00	0.00	2.00	2.00	0.00
Slc30a9	uc008xpt.1,uc008xpu.1,uc008xpv.1	639.00	893.00	352.00	1056.97	712.86	731.00
DQ564837	uc008yvt.2	0.00	0.00	0.00	0.00	0.00	0.00
Stx4a	uc009jwy.1,uc009jwz.1	317.00	414.00	172.00	412.32	243.02	291.00
FJ188407	uc029sjn.1	0.00	0.00	0.00	0.00	0.00	0.00
Hal	uc007gus.1	2319.06	2558.01	813.98	6639.80	3820.04	3749.05
Gtf2a2	uc009qnp.1,uc009qnq.1,uc009qnr.1,uc009qns.1	596.00	737.06	316.00	699.02	611.02	433.00
Calhm2	uc008hur.2	29.00	40.00	9.00	32.00	28.00	24.00
Pigt	uc008nvb.1,uc008nvc.1,uc012cja.1	593.01	816.00	283.00	1023.97	568.00	629.00
Nup188	uc008jbz.1,uc008jca.1,uc008jcb.1	83.00	89.00	41.00	187.00	103.00	122.00
Mir879	uc012dsf.1	0.00	0.00	0.00	0.00	0.00	0.00
